차종,가격,연식,주행거리,연료,변속기,색상,배기량,소유자변경,사고이력,열선시트,통풍시트,내비게이션,스마트키,썬루프,오토라이트,주차감지센서,가죽시트
현대 더 뉴 아반떼 1.6 GDi 모던 기본형,890만원,14년 5월식,"41,074km",가솔린,,쥐색,"1,591cc",2,사고,1,0,1,1,0,0,0,1
르노코리아(삼성) 뉴 QM6 가솔린 2.0 RE 시그니처,"2,690만원",22년 10월식(23년형),"4,289km",가솔린,,흰색,"1,997cc",1,무사고,1,1,1,1,0,0,0,0
르노코리아(삼성) SM7 노바 RE,830만원,15년 1월식,"128,986km",가솔린,,진주색,"2,495cc",1,단순수리,1,1,0,1,0,0,0,0
BMW 5시리즈 (G30) 520i 럭셔리,"3,090만원",19년 6월식,"69,434km",가솔린,,검정색,"1,998cc",1,무사고,1,0,1,1,0,0,0,0
현대 싼타페 더 프라임 디젤 2.0 2WD 1 밀리언,"1,690만원",17년 2월식,"115,203km",디젤,,흰색,"1,995cc",4,무사고,1,1,1,1,0,0,0,0
기아 스포티지 더 볼드 디젤 2.0 2WD 노블레스,"1,980만원",19년 9월식,"66,350km",디젤,,흰색,"1,995cc",1,무사고,1,1,1,1,0,0,0,0
현대 디 올 뉴 싼타페 가솔린 2.5 터보 AWD 캘리그래피,"5,450만원",23년 11월식(24년형),"3,804km",가솔린,,쥐색,"2,497cc",1,무사고,1,1,1,0,0,0,0,0
기아 올 뉴 쏘렌토 디젤 2.0 4WD 프레스티지,"1,610만원",16년 8월식,"98,799km",디젤,,쥐색,"1,995cc",1,무사고,1,1,1,1,0,0,0,0
쉐보레(GM대우) 더 뉴 트랙스 1.4 프리미어,"1,090만원",18년 12월식(19년형),"113,431km",가솔린,,흰색,"1,362cc",1,단순수리,1,0,0,1,0,0,0,1
기아 더 뉴 카니발 가솔린 7인승 리무진 프레지던트,"2,750만원",19년 1월식,"36,982km",가솔린,,흰색,"3,342cc",3,무사고,1,1,1,0,0,0,0,0
현대 아반떼 AD 1.6 GDI 밸류 플러스,"1,050만원",18년 6월식,"154,249km",가솔린,,흰색,"1,591cc",1,무사고,1,0,1,1,0,0,0,1
쉐보레(GM대우) 더 뉴 스파크 프리미어,880만원,19년 9월식,"13,238km",가솔린,,빨간색,999cc,1,사고,1,0,0,1,0,0,0,0
현대 더 뉴 맥스크루즈 디젤 2.2 4WD 프레스티지,"1,870만원",17년 3월식,"105,653km",디젤,,흰색,"2,199cc",2,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 레이 시그니처,"1,580만원",20년 9월식(21년형),"33,580km",가솔린,,청옥색,998cc,3,무사고,0,0,0,1,0,0,0,1
기아 셀토스 가솔린 터보 1.6 4WD 시그니처,"2,250만원",20년 8월식(21년형),"68,876km",가솔린,,은회색,"1,591cc",1,무사고,1,1,1,1,0,0,0,0
현대 팰리세이드 디젤 2.2 4WD 프레스티지 (7인승),"2,990만원",19년 2월식,"90,333km",디젤,,청색,"2,199cc",2,무사고,1,1,1,0,0,0,0,0
현대 더 뉴 아반떼 AD 1.6 스마트 초이스,"1,450만원",19년 9월식(20년형),"50,982km",가솔린,,흰색,"1,598cc",2,무사고,1,0,1,1,0,0,0,1
벤츠 E-클래스 W212 E200 엘레강스,"1,490만원",13년 7월식(14년형),"76,445km",가솔린,,은색,"1,991cc",3,무사고,1,0,0,0,0,0,0,0
기아 더 뉴 쏘렌토 디젤 2.0 2WD 마스터,"2,060만원",19년 10월식(20년형),"97,113km",디젤,,흰색,"1,995cc",1,무사고,1,1,1,1,0,0,0,0
현대 싼타페 더 프라임 디젤 2.2 4WD 익스클루시브 스페셜,"1,690만원",16년 9월식(17년형),"116,842km",디젤,,검정색,"2,199cc",1,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 K7 2.4 GDI 프레스티지,"1,530만원",18년 9월식,"81,541km",가솔린,,검정색,"2,359cc",3,단순수리,1,1,1,1,0,0,0,0
기아 더 뉴 모하비 디젤 3.0 4WD 프레지던트,"1,860만원",17년 2월식,"141,902km",디젤,,검정색,"2,959cc",4,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 카니발 9인승 프레스티지,"1,730만원",15년 7월식(16년형),"37,437km",디젤,,은색,"2,199cc",1,무사고,1,1,1,1,0,0,0,0
현대 캐스퍼 가솔린 1.0 인스퍼레이션,"1,780만원",24년 4월식,116km,가솔린,,흰색,998cc,0,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 니로 럭셔리,"2,020만원",20년 3월식,"26,036km",가솔린+전기,,은회색,"1,580cc",1,무사고,1,0,1,1,0,0,0,0
현대 그랜저 IG 하이브리드 익스클루시브 스페셜,"2,650만원",18년 12월식(19년형),"81,400km",가솔린+전기,,검정색,"2,359cc",3,무사고,1,1,1,0,0,0,0,0
현대 싼타페 더 프라임 디젤 2.0 2WD 프리미엄,"1,240만원",15년 10월식(16년형),"126,582km",디젤,,흰색,"1,995cc",4,무사고,1,0,1,1,0,0,0,0
현대 더 뉴 그랜저 LPG 3.0 프리미엄 (렌터카),"2,470만원",20년 5월식,"54,866km",LPG,,흰색,"2,999cc",1,무사고,1,0,1,1,0,0,0,0
르노코리아(삼성) 뉴 QM6 LPG 2.0 (일반인 판매용) RE 시그니처,"2,250만원",21년 4월식,"46,032km",LPG,,쥐색,"1,998cc",1,무사고,1,1,0,1,0,0,0,0
기아 더 뉴 쏘렌토 디젤 2.0 2WD 노블레스,"2,220만원",20년 1월식,"37,788km",디젤,,쥐색,"1,995cc",2,무사고,1,1,1,1,0,0,0,0
제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,"5,350만원",22년 3월식,"19,488km",가솔린,,흰색,"2,497cc",1,무사고,1,1,1,0,0,0,0,0
현대 뉴 투싼 ix 디젤(e-VGT) 2WD 스마트 스페셜,940만원,15년 1월식,"105,130km",디젤,,흰색,"1,995cc",1,사고,1,0,1,1,0,0,0,1
기아 올 뉴 쏘렌토 디젤 2.0 2WD 프레스티지,"1,530만원",16년 5월식,"82,652km",디젤,,흰색,"1,995cc",2,무사고,1,1,1,1,0,0,0,0
현대 더 뉴 그랜저 하이브리드 가솔린 2.4 하이브리드 르블랑,"3,290만원",21년 12월식(22년형),"28,783km",가솔린+전기,,검정색,"2,359cc",1,사고,1,1,1,0,0,0,0,0
아우디 뉴 A6 (C7) 35 TDI C7,"1,520만원",16년 7월식,"77,316km",디젤,,은회색,"1,968cc",2,무사고,1,0,1,1,0,0,0,0
제네시스 G70 2.0T AWD 스포츠 패키지,"2,820만원",19년 7월식,"82,119km",가솔린,,쥐색,"1,998cc",0,무사고,1,1,1,0,0,0,0,0
벤츠 E-클래스 W213 E220d 4MATIC 아방가르드,"2,490만원",17년 3월식,"89,327km",디젤,,은색,"1,950cc",4,무사고,1,0,1,1,0,0,0,0
현대 올 뉴 투싼 디젤 2.0 2WD 스마트,"1,640만원",18년 4월식,"80,677km",디젤,,쥐색,"1,995cc",1,무사고,1,0,1,1,0,0,0,1
KG모빌리티(쌍용) 티볼리 에어 가솔린 1.6 RX 2WD,"1,350만원",16년 10월식(17년형),"26,028km",가솔린,,청색,"1,597cc",1,무사고,1,0,1,1,0,0,0,0
기아 K7 프리미어 LPG 3.0 (일반인) 노블레스,"2,820만원",19년 8월식(20년형),"72,227km",LPG,,흰색,"2,999cc",3,무사고,1,1,1,0,0,0,0,0
벤츠 C-클래스 W205 C200 카브리올레,"2,740만원",17년 2월식,"70,210km",가솔린,,쥐색,"1,991cc",3,단순수리,1,0,1,1,0,0,0,0
KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,"1,650만원",22년 6월식,"7,867km",가솔린,,빨간색,"1,497cc",0,사고,1,1,1,1,0,0,0,0
현대 쏘나타 DN8 2.0 가솔린 프리미엄,"1,870만원",20년 2월식,"61,998km",가솔린,,검정색,"1,999cc",2,무사고,1,1,1,1,0,0,0,0
쉐보레(GM대우) 크루즈 1.4 터보 LTZ+,590만원,14년 9월식,"107,144km",가솔린,,검정색,"1,362cc",1,단순수리,1,0,0,1,0,0,0,1
현대 팰리세이드 가솔린 3.8 4WD 프레스티지 (7인승),"2,940만원",20년 2월식,"75,154km",가솔린,,검정색,"3,778cc",2,무사고,1,1,1,0,0,0,0,0
쉐보레(GM대우) 크루즈 1.8 LTZ,450만원,11년 5월식,"74,340km",가솔린,,흰색,"1,796cc",2,무사고,1,0,0,0,0,0,0,1
기아 올 뉴 K7 2.4 GDI 리미티드,"1,780만원",17년 3월식,"87,199km",가솔린,,쥐색,"2,359cc",1,무사고,1,1,1,0,0,0,0,0
기아 K3 GT 1.6 터보 5도어 플러스,"1,670만원",19년 3월식,"69,299km",가솔린,,흰색,"1,591cc",3,단순수리,1,1,1,1,0,0,0,0
쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 4WD RS,"2,220만원",20년 4월식(21년형),"41,560km",가솔린,,흰색,"1,341cc",3,무사고,1,1,1,0,0,0,0,0
기아 더 뉴 레이 프레스티지,"1,360만원",19년 10월식,"18,664km",가솔린,,흰색,998cc,5,무사고,1,0,1,1,0,0,0,1
기아 올 뉴 K7 2.4 월드컵 에디션,"2,030만원",18년 7월식,"46,107km",가솔린,,흰색,"2,359cc",3,무사고,1,1,1,1,0,0,0,0
현대 그랜저 IG 2.4 프리미엄 스페셜,"1,690만원",18년 1월식,"90,587km",가솔린,,검정색,"2,359cc",4,단순수리,1,1,1,1,0,0,0,0
기아 스포티지 4세대 디젤 1.7 2WD 트렌디,"1,020만원",17년 8월식(18년형),"115,713km",디젤,,검정색,"1,685cc",0,무사고,1,0,1,0,0,0,0,1
쉐보레(GM대우) 올 뉴 말리부 1.5 터보 퍼펙트 블랙 LTZ,"1,250만원",17년 1월식,"69,595km",가솔린,,검정색,"1,490cc",4,단순수리,1,1,1,1,0,0,0,0
기아 더 뉴 K3 2세대 시그니처,"2,000만원",21년 7월식(22년형),"36,173km",가솔린,,흰색,"1,598cc",1,단순수리,1,1,1,1,0,0,0,0
기아 더 뉴 쏘렌토 디젤 2.0 2WD 마스터,"2,230만원",20년 1월식,"68,056km",디젤,,쥐색,"1,995cc",1,단순수리,1,1,1,1,0,0,0,0
KG모빌리티(쌍용) 티볼리 아머 LX 4WD,"1,380만원",17년 8월식(18년형),"38,922km",가솔린,,빨간색,"1,597cc",1,무사고,1,1,1,1,0,0,0,0
KG모빌리티(쌍용) 티볼리 에어 디젤 RX 2WD 기본형,890만원,17년 9월식(18년형),"107,552km",디젤,,청색,"1,597cc",3,사고,1,0,1,1,0,0,0,0
기아 니로 프레스티지,"1,500만원",16년 9월식(17년형),"105,442km",가솔린+전기,,흰색,"1,580cc",5,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 K7 2.4 GDI 리미티드,"1,820만원",17년 12월식,"53,401km",가솔린,,검정색,"2,359cc",1,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 카니발 7인승 리무진 프레지던트,"2,020만원",16년 2월식,"57,956km",디젤,,쥐색,"2,199cc",5,단순수리,1,1,1,1,0,0,0,0
제네시스 G80 3.3 GDI 프리미엄 럭셔리,"2,780만원",17년 5월식,"58,001km",가솔린,,쥐색,"3,342cc",0,단순수리,1,1,1,0,0,0,0,0
현대 그랜저 IG 3.0 익스클루시브 스페셜,"2,080만원",19년 8월식,"96,390km",가솔린,,검정색,"2,999cc",2,무사고,1,1,1,0,0,0,0,0
기아 올 뉴 모닝 (JA) 디럭스,740만원,17년 3월식,"28,574km",가솔린,,흰색,998cc,3,무사고,0,0,1,0,0,0,0,0
기아 더 뉴 쏘렌토 디젤 2.0 4WD 프레스티지,"1,770만원",17년 9월식(18년형),"63,501km",디젤,,쥐색,"1,995cc",1,단순수리,1,1,1,1,0,0,0,0
기아 더 뉴 쏘렌토 디젤 2.2 2WD 노블레스 스페셜,"1,870만원",18년 1월식,"117,323km",디젤,,쥐색,"2,199cc",1,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 레이 프레스티지,"1,380만원",19년 10월식,"19,028km",가솔린,,하늘색,998cc,0,무사고,1,0,1,1,0,0,0,1
기아 올 뉴 K3 프레스티지,"1,400만원",20년 5월식,"62,885km",가솔린,,흰색,"1,598cc",1,사고,1,1,1,1,0,0,0,0
현대 쏘나타 DN8 2.0 가솔린 프리미엄 패밀리,"2,190만원",21년 3월식,"40,577km",가솔린,,흰색,"1,999cc",1,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 K7 2.4 GDI 리미티드,"1,490만원",18년 1월식,"141,396km",가솔린,,검정색,"2,359cc",1,무사고,1,1,1,1,0,0,0,0
현대 쏘나타 더 브릴리언트 CVVL 모던,930만원,13년 11월식(14년형),"67,960km",가솔린,,검정색,"1,999cc",3,무사고,1,1,1,1,0,0,0,0
기아 K5 3세대 가솔린 터보 1.6 시그니처,"2,900만원",22년 7월식,"11,056km",가솔린,,청색,"1,598cc",1,무사고,1,1,1,1,0,0,0,0
현대 그랜저 HG HG240 모던,920만원,15년 3월식,"91,096km",가솔린,,검정색,"2,359cc",4,사고,1,1,1,1,0,0,0,0
르노코리아(삼성) 더 뉴 QM6 LPG 2WD(일반인판매용) 2.0 LPe RE,"1,850만원",20년 1월식,"60,666km",LPG,,쥐색,"1,998cc",3,무사고,1,1,1,1,0,0,0,0
르노코리아(삼성) 뉴 QM6 가솔린 2.0 RE 시그니처,"2,420만원",21년 7월식,"41,330km",가솔린,,흰색,"1,997cc",1,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 K9 2세대 3.8 GDI AWD 베스트셀렉션Ⅰ,"4,350만원",21년 11월식(22년형),"40,897km",가솔린,,녹색,"3,778cc",1,무사고,1,1,1,0,0,0,0,0
벤츠 CLA-클래스 C118 가솔린 4WD CLA250 4MATIC,"4,280만원",22년 2월식,"15,577km",가솔린,,흰색,"1,991cc",1,무사고,1,0,0,1,0,0,0,1
기아 더 뉴 니로 프레스티지,"2,220만원",20년 11월식(21년형),"30,592km",가솔린+전기,,쥐색,"1,580cc",1,무사고,1,1,1,1,0,0,0,0
현대 싼타페 더 프라임 디젤 2.0 2WD 밸류 플러스,"1,790만원",18년 2월식,"69,144km",디젤,,흰색,"1,995cc",2,무사고,1,1,1,1,0,0,0,0
현대 더 뉴 아반떼 1.6 LPi 모던,730만원,14년 10월식(15년형),"111,359km",LPG,,은색,"1,591cc",4,무사고,1,0,1,1,0,0,0,1
기아 올 뉴 K7 3.3 GDI 노블레스 세부등급 없음,"1,630만원",16년 4월식,"97,708km",가솔린,,검정색,"3,342cc",3,무사고,1,1,1,0,0,0,0,0
기아 더 뉴 레이 시그니처,"1,500만원",20년 10월식(21년형),"9,764km",가솔린,,검정색,998cc,1,무사고,1,0,1,1,0,0,0,0
현대 더 뉴 아반떼 AD 1.6 스마트,"1,290만원",18년 12월식(19년형),"76,737km",가솔린,,흰색,"1,598cc",1,단순수리,1,0,1,1,0,0,0,0
BMW X2 (F39) 가솔린 4WD xDrive20i M 스포츠,"3,390만원",21년 1월식,"41,796km",가솔린,,쥐색,"1,998cc",1,무사고,1,0,1,1,0,0,0,0
현대 올 뉴 투싼 TL 디젤 2.0 2WD 얼티밋에디션,"2,000만원",19년 8월식,"78,540km",디젤,,검정색,"1,995cc",1,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 모하비 디젤 3.0 4WD 프레지던트,"2,590만원",17년 8월식(18년형),"50,118km",디젤,,검정색,"2,959cc",1,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 봉고III 트럭 EV 카고 1톤 2WD 초장축 킹캡 GLS,"1,830만원",21년 12월식,"29,726km",전기,,흰색,180cc,1,무사고,1,1,1,1,0,0,0,0
현대 더 뉴 그랜저 하이브리드 가솔린 2.4 하이브리드 익스클루시브,"3,490만원",21년 2월식,"36,012km",가솔린+전기,,검정색,"2,359cc",2,단순수리,1,1,1,1,0,0,0,0
현대 더 뉴 팰리세이드 가솔린 3.8 4WD  캘리그래피,"4,780만원",23년 3월식,"10,349km",가솔린,,흰색,"3,778cc",1,무사고,1,1,1,0,0,0,0,0
기아 카니발 (4세대) 가솔린 3.5 (9인승) 시그니처,"3,590만원",21년 10월식(22년형),"41,137km",가솔린,,쥐색,"3,470cc",2,무사고,1,1,1,0,0,0,0,0
포드 익스플로러 6세대 가솔린 4WD 2.3 리미티드,"4,450만원",22년 8월식,"23,656km",가솔린,,흰색,"2,261cc",1,무사고,1,1,1,1,0,0,0,0
현대 그랜저 HG HG240 모던,"1,080만원",15년 4월식,"86,375km",가솔린,,검정색,"2,359cc",3,단순수리,1,0,1,1,0,0,0,0
현대 더 뉴 싼타페 하이브리드 가솔린 터보 1.6 2WD 캘리그래피,"3,890만원",22년 3월식,"23,911km",가솔린+전기,,흰색,"1,598cc",1,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 모닝 디럭스 스페셜,390만원,11년 9월식(12년형),"127,336km",가솔린,,쥐색,998cc,5,무사고,1,0,0,0,0,0,0,1
기아 스팅어 3.3 터보 AWD GT,"2,190만원",17년 5월식(18년형),"65,859km",가솔린,,빨간색,"3,342cc",4,사고,1,1,1,0,0,0,0,0
현대 그랜저 HG 하이브리드 프리미엄,"1,280만원",14년 8월식(15년형),"106,345km",가솔린+전기,,검정색,"2,359cc",1,무사고,1,0,1,1,0,0,0,0
기아 K7 프리미어 가솔린 2.5 X 에디션,"2,620만원",20년 5월식,"30,548km",가솔린,,흰색,"2,497cc",2,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 K3 스탠다드 LED팩,"1,730만원",21년 4월식,"6,586km",가솔린,,진주색,"1,598cc",1,무사고,1,0,1,1,0,0,0,1
현대 더 뉴 그랜저 가솔린 2.5 익스클루시브,"2,780만원",20년 1월식,"65,904km",가솔린,,검정색,"2,497cc",1,무사고,1,1,1,0,0,0,0,0
현대 LF 쏘나타 2.0 스마트 세부등급 없음,"1,250만원",15년 7월식,"106,819km",가솔린,,은회색,"1,999cc",1,무사고,1,1,1,1,0,0,0,0
아우디 A4 (B9) 40 TFSI 프리미엄,"2,490만원",19년 12월식,"67,782km",가솔린,,검정색,"1,984cc",1,무사고,1,0,1,1,0,0,0,0
기아 올 뉴 카니발 9인승 프레스티지,"1,790만원",17년 2월식,"50,636km",디젤,,쥐색,"2,199cc",1,단순수리,1,1,1,1,0,0,0,0
KG모빌리티(쌍용) 더 뉴 렉스턴 스포츠 칸 디젤 2.2 4WD 프레스티지,"2,550만원",22년 1월식,"52,219km",디젤,,쥐색,"2,157cc",1,무사고,1,1,1,1,0,0,0,0
현대 LF 쏘나타 1.7 디젤 스마트 세부등급 없음,890만원,15년 9월식(16년형),"121,100km",디젤,,흰색,"1,685cc",7,단순수리,1,0,1,1,0,0,0,1
현대 그랜저 IG 하이브리드 익스클루시브 스페셜,"1,920만원",17년 4월식(18년형),"112,748km",가솔린+전기,,흰색,"2,359cc",1,사고,1,1,1,0,0,0,0,0
아우디 뉴 A6 (C7) 40 TFSI 프리미엄 C7,"2,050만원",18년 12월식,"86,708km",가솔린,,은회색,"1,984cc",2,무사고,1,1,1,1,0,0,0,0
쉐보레(GM대우) 더 뉴 트랙스 1.4 LT 코어,"1,140만원",19년 8월식,"47,418km",가솔린,,흰색,"1,362cc",1,사고,1,0,1,1,0,0,0,1
현대 팰리세이드 디젤 2.2 2WD 프레스티지 (7인승),"2,590만원",19년 4월식,"129,237km",디젤,,쥐색,"2,199cc",1,무사고,1,1,1,0,0,0,0,0
기아 올 뉴 K7 2.4 GDI  노블레스,"2,020만원",19년 5월식,"65,847km",가솔린,,흰색,"2,359cc",3,무사고,1,1,1,1,0,0,0,0
현대 제네시스 DH G330 프리미엄 AWD,"1,790만원",16년 2월식,"100,350km",가솔린,,검정색,"3,342cc",1,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 K7 2.4 GDI 프레스티지,"1,120만원",15년 1월식,"78,919km",가솔린,,흰색,"2,359cc",3,단순수리,1,1,1,1,0,0,0,0
기아 더 뉴 레이 시그니처,"1,420만원",20년 11월식(21년형),"27,387km",가솔린,,흰색,998cc,3,무사고,1,0,1,1,0,0,0,0
기아 더 뉴 기아 레이 시그니처,"1,710만원",22년 12월식(23년형),"7,998km",가솔린,,쥐색,998cc,2,무사고,1,1,1,1,0,0,0,0
제네시스 G80 3.3 GDI AWD 럭셔리,"2,190만원",16년 12월식(17년형),"96,879km",가솔린,,쥐색,"3,342cc",4,단순수리,1,1,1,1,0,0,0,0
현대 캐스퍼 가솔린 1.0 터보 인스퍼레이션,"1,660만원",22년 9월식(23년형),"18,624km",가솔린,,쥐색,998cc,0,무사고,1,1,1,1,0,0,0,0
현대 그랜저 IG 2.4 프리미엄 스페셜,"2,240만원",17년 3월식,"41,617km",가솔린,,검정색,"2,359cc",3,단순수리,1,1,1,1,0,0,0,0
현대 투싼 하이브리드 (4세대) 1.6 터보 2WD 인스퍼레이션,"2,850만원",21년 2월식,"79,270km",가솔린+전기,,진주색,"1,598cc",1,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 K3 럭셔리,980만원,19년 3월식,"111,155km",가솔린,,흰색,"1,598cc",1,사고,1,1,1,1,0,0,0,0
기아 더 뉴 카니발 9인승 노블레스 스페셜,"2,280만원",20년 2월식,"61,235km",디젤,,검정색,"2,199cc",2,단순수리,1,1,1,1,0,0,0,0
현대 더 뉴 그랜드 스타렉스 밴 5인승 모던,"2,190만원",21년 3월식,"44,719km",디젤,,청색,"2,497cc",1,무사고,1,1,0,0,0,0,0,1
쉐보레(GM대우) 더 넥스트 스파크 LT 플러스,590만원,16년 6월식,"51,918km",가솔린,,진주색,999cc,5,단순수리,1,0,1,0,0,0,0,1
기아 더 뉴 모하비 디젤 3.0 4WD 프레지던트,"2,120만원",17년 7월식(18년형),"127,710km",디젤,,검정투톤,"2,959cc",1,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 쏘렌토 디젤 2.0 2WD 프레스티지,"1,850만원",19년 3월식,"71,821km",디젤,,쥐색,"1,995cc",2,무사고,1,1,1,1,0,0,0,0
현대 스타리아 디젤 2.2 카고 5인승 모던,"3,270만원",24년 4월식,303km,디젤,,쥐색,"2,199cc",0,무사고,1,1,1,1,0,0,0,0
현대 더 뉴 싼타페 디젤 2.2 4WD 캘리그래피,"3,780만원",21년 8월식,"26,163km",디젤,,흰색,"2,151cc",0,무사고,1,1,1,0,0,0,0,0
볼보 V90 크로스컨트리 T5 프로 AWD,"3,150만원",19년 8월식,"149,220km",가솔린,,검정색,"1,969cc",3,무사고,1,1,1,0,0,0,0,0
현대 쏘나타 뉴 라이즈 LPI 모던(장애인용),"1,680만원",17년 6월식(18년형),"84,869km",LPG,,진주색,"1,999cc",5,단순수리,1,1,1,1,0,0,0,0
현대 쏘나타 DN8 하이브리드 프리미엄 패밀리,"2,630만원",21년 4월식,"33,130km",가솔린+전기,,검정색,"1,999cc",0,무사고,1,1,1,1,0,0,0,0
현대 올 뉴 투싼 TL 디젤 2.0 AWD 베스트 초이스,"1,750만원",19년 12월식(20년형),"59,505km",디젤,,쥐색,"1,995cc",1,단순수리,1,1,1,1,0,0,0,0
기아 K5 3세대 가솔린 2.0 노블레스,"2,010만원",20년 5월식,"79,505km",가솔린,,청색,"1,999cc",0,단순수리,1,1,1,1,0,0,0,0
제네시스 G70 2.0T 슈프림,"2,300만원",18년 8월식,"45,371km",가솔린,,쥐색,"1,998cc",5,무사고,1,1,1,1,0,0,0,0
기아 K7 프리미어 LPG 3.0 (렌터카) 스탠다드,"1,950만원",20년 12월식(21년형),"62,219km",LPG,,검정색,"2,999cc",1,무사고,1,1,0,1,0,0,0,1
기아 카니발 (4세대) 디젤 2.2 (9인승) 노블레스,"2,820만원",20년 12월식(21년형),"97,580km",디젤,,흰색,"2,151cc",1,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 K3 프레스티지,"1,460만원",20년 9월식(21년형),"27,722km",가솔린,,진주색,"1,598cc",1,단순수리,1,1,0,1,0,0,0,0
기아 더 뉴 카니발 7인승 리무진 VIP,"2,350만원",18년 4월식(19년형),"85,877km",디젤,,검정색,"2,199cc",1,무사고,1,1,1,1,0,0,0,0
현대 싼타페 더 프라임 디젤 2.0 4WD 익스클루시브 스페셜,"1,690만원",15년 11월식(16년형),"99,138km",디젤,,흰색,"1,995cc",3,단순수리,1,1,1,1,0,0,0,0
기아 올 뉴 모닝 (JA) 트렌디,740만원,19년 5월식,"73,790km",가솔린,,진주색,998cc,1,무사고,1,0,0,0,0,0,0,1
기아 더 뉴 모하비 디젤 3.0 4WD 프레지던트,"2,280만원",17년 5월식(18년형),"105,019km",디젤,,검정색,"2,959cc",4,무사고,1,1,1,1,0,0,0,0
현대 그랜저 HG 하이브리드 프리미엄,"1,290만원",14년 4월식,"122,281km",가솔린+전기,,검정색,"2,359cc",2,무사고,1,1,1,1,0,0,0,0
기아 니로 프레스티지,"1,590만원",18년 2월식,"85,661km",가솔린+전기,,흰색,"1,580cc",1,무사고,1,1,0,1,0,0,0,1
